company_name,trade,city,state,county,aka,phone,address,license_number,license_source,license_count
THERMON INC,Electrical,HOUSTON,TX,HARRIS,,7132042589,8880 TELEPHONE ROAD,17454,TDLR,1
EXPANSE ELECTRICAL COMPANY LLC,Electrical,MIDLAND,TX,MIDLAND,,8323990054,3300 N A ST BLDG 4 STE 220,17455,TDLR,1
"LARRY CAUSEY, INC",Electrical,GRAND PRAIRIE,TX,DALLAS,,9727900707,225 GILBERT CIRCLE,17456,TDLR,1
MIDTECH POWER AND CONTROL LLC,Electrical,MIDLOTHIAN,TX,ELLIS,,9727239130,620 EASTGATE ROAD,17459,TDLR,1
INNOVATIVE CONTRACTOR SERVICES,Electrical,,TX,OUT OF STATE,,4698676470,10290 DIZZY DEAN LN,17460,TDLR,1
COTTON ELECTRIC SERVICE INC,Electrical,DUNCANVILLE,TX,DALLAS,,9722964020,1130 S CEDAR RIDGE RD,17462,TDLR,1
BEWLEY ELECTRIC,Electrical,MCKINNEY,TX,COLLIN,,9727547884,717 N CHESTNUT ST,17465,TDLR,1
"PARISH ELECTRIC CO OF FORT WORTH, INC",Electrical,FORT WORTH,TX,TARRANT,,8174512931,5725 HART STREET,17470,TDLR,1
BRITAIN ELECTRIC CO,Electrical,HOUSTON,TX,HARRIS,,7132286635,14149 WESTFAIR E DRIVE,17471,TDLR,1
"BCA ELECTRIC, LLC",Electrical,BRYAN,TX,BRAZOS,,9798234000,5081 LEONARD RD,17476,TDLR,1
"FLUOR ENTERPRISES, INC",Electrical,IRVING,TX,DALLAS,,8642818095,6700 LAS COLINAS BLVD,17478,TDLR,1
A L M ELECTRIC INC,Electrical,SEGUIN,TX,GUADALUPE,,8303791776,745 N HWY 123 BYPASS STE B,17482,TDLR,1
"WAGGONER AND SON ELECTRICAL, INC",Electrical,VERNON,TX,WILBARGER,,9405533962,1900 HWY 287 WEST,17483,TDLR,1
TEE PEE ELECTRIC INC,Electrical,ROWLETT,TX,DALLAS,,9724753961,4950 GORDON SMITH,17484,TDLR,1
"COLVIN ELECTRIC, INC",Electrical,PFLUGERVILLE,TX,TRAVIS,,5123882271,3901 KELLY LANE,17495,TDLR,1
EMPIRE ELECTRIC CO,Electrical,CYPRESS,TX,HARRIS,,2819551045,21239 FM 529 RD STE C,17497,TDLR,1
JONMAR ELECTRIC INC,Electrical,HOUSTON,TX,HARRIS,,7136681559,7700 RENWICK #6A,17499,TDLR,1
"LIN R ROGERS ELECTRICAL CONTRACTORS, INC",Electrical,,TX,OUT OF STATE,,7707723473,2050 MARCONI DR STE 100,17501,TDLR,1
LOUDON ELECTRIC LLC,Electrical,,TX,OUT OF STATE,,5757483242,1701 E MILL RD,17502,TDLR,1
SIGNS MANUFACTURING AND MAINTENANCE CORP,Electrical,DALLAS,TX,DALLAS,,2143392227,4610 MINT WAY,17503,TDLR,1
JOHN JONES ELECTRIC,Electrical,SAN ANTONIO,TX,BEXAR,,2105250013,1150 N LOOP 1604 W STE 108 469,17504,TDLR,1
COULOMB ELECTRIC INC,Electrical,FREEPORT,TX,BRAZORIA,,9794150902,525 KINGS DR,17505,TDLR,1
BROWN'S PERMIAN ELECTRIC,Electrical,MIDLAND,TX,MIDLAND,,4326832971,803 S MARIENFELD,17508,TDLR,1
FREEDOM ENTERPRIZES,Electrical,AUSTIN,TX,TRAVIS,,5128459777,2817 WILCREST DRIVE,17510,TDLR,1
FORT WORTH ELECTRIC,Electrical,FORT WORTH,TX,TARRANT,,8178702266,6850 CORPORATION PARKWAY,17512,TDLR,1
MELTON ELECTRIC INC,Electrical,HOUSTON,TX,HARRIS,,7136800011,2309 KARBACH,17513,TDLR,1
HUNT ELECTRIC CORPORATION,Electrical,,TX,OUT OF STATE,,6516462911,1000 BLUE GENTIAN ROAD,17517,TDLR,1
"3H ELECTRICAL DESIGN, INC",Electrical,DENISON,TX,GRAYSON,,9034658087,504 W COFFIN ST,17518,TDLR,1
HARGROVE ELECTRIC CO INC,Electrical,DALLAS,TX,DALLAS,,2147428665,1522 MARKET CENTER BLVD,17522,TDLR,1
FRANK NOWLAN AMERICAN ELECTRIC,Electrical,KAUFMAN,TX,KAUFMAN,,9729621934,1305 MELODY CIR,17523,TDLR,1
"MATRIX ELECTRIC CO.,INC.",Electrical,TERRELL,TX,KAUFMAN,,9729892880,114 WESTVUE ST,17524,TDLR,1
VALO ELECTRIC COMPANY,Electrical,HOUSTON,TX,HARRIS,,7138495656,9326 KAY LN,17525,TDLR,1
KLECKA ELECTRIC CO INC,Electrical,SAN ANTONIO,TX,BEXAR,,2103490123,12107 COLWICK ST,17526,TDLR,1
DENNARD ELECTRIC INC OF BROWNWOOD,Electrical,BROWNWOOD,TX,BROWN,,3259989988,PO 1673,17527,TDLR,1
"HATCH ELECTRIC, INC",Electrical,TEXAS CITY,TX,GALVESTON,,4099486308,2615 39TH AVE N,17537,TDLR,1
HOUSTON METRO ELECTRICAL CORPORATION,Electrical,HOUSTON,TX,HARRIS,,7136994403,4560 KENDRICK PLAZA DR,17538,TDLR,1
FELIPE MENDOZA INC DBA MENDOZA ELECTRIC,Electrical,DALLAS,TX,DALLAS,,2146304200,2121 QUARRY STREET,17542,TDLR,1
"A & R ENTERPRISES, INC",Electrical,KILGORE,TX,GREGG,,9039849057,4302 STATE HWY 42,17544,TDLR,1
J RAMIREZ ELECTRIC,Electrical,JOURDANTON,TX,ATASCOSA,,8302157705,101 QUAIL NEST DRIVE,17545,TDLR,1
SYSTEM ELECTRIC CO. DBA MCBRIDE ELECTRIC,Electrical,PLANO,TX,COLLIN,SYSTEM ELECTRIC LLC,4694530997,3301 E PLANO PARKWAY,17550,TDLR,2
SINEWAVE ELECTRIC CO,Electrical,HOUSTON,TX,HARRIS,,2815640668,14506 BERRINGTON DRIVE,17553,TDLR,1
CITY WIDE ELECTRIC,Electrical,MIDLAND,TX,MIDLAND; BEXAR,,4326976456,501 NOLAN RYAN DR,17554,TDLR,2
SMOOT ELECTRICAL CONTRACTORS LLC,Electrical,SAN ANTONIO,TX,BEXAR,,2109786055,24165 IH 10 W STE 217,17556,TDLR,1
"M & K ELECTRIC, INC",Electrical,BOERNE,TX,KENDALL,,2106983810,138 JUNIPER LANE,17557,TDLR,1
"BILL CALDWELL ELECTRIC, INC",Electrical,SAN ANGELO,TX,TOM GREEN,,3256535197,10 W 3RD,17560,TDLR,1
NEWTRON LLC,Electrical,NEDERLAND,TX,JEFFERSON,"NEWTRON BEAUMONT,LLC",4097272469,1905 INDUSTRIAL PARK RD,17564,TDLR,2
"LUDCO, INC",Electrical,NACOGDOCHES,TX,NACOGDOCHES,,9365690816,3210 SW STALLINGS DR,17565,TDLR,1
COTY OWENS ELECTRIC SERVICE LLC,Electrical,HURST,TX,TARRANT,,8172800120,137 SOUDER DRIVE,17570,TDLR,1
"OWEN ELECTRICAL CONTRACTORS, INC",Electrical,IRVING,TX,DALLAS,,2146766936,1612 DRISKILL DR,17572,TDLR,1
GENERAL ELECTRICAL SERVICES OF TEXAS INC,Electrical,AMARILLO,TX,RANDALL,,8066228430,10001 FM 1541,17575,TDLR,1
WILLEN ELECTRIC CO,Electrical,WICHITA FALLS,TX,WICHITA,,9407663201,200 GALVESTON,17577,TDLR,1
D W ELECTRIC CO,Electrical,KERRVILLE,TX,KERR,,8302573739,330 PETERSON DRIVE,17580,TDLR,1
INDUSTRIAL ELECTRICAL SERVICES INC,Electrical,HOUSTON,TX,HARRIS,,7136787053,5543 ARMOUR DRIVE,17581,TDLR,1
TARR'S ELECTRICAL SERVICE,Electrical,WHITEHOUSE,TX,SMITH,,9035714058,19447 CR 2176,17585,TDLR,1
PROFESSIONAL POWER,Electrical,HOUSTON,TX,HARRIS,,7137298232,5807 HEATHERBLOOM DR,17589,TDLR,2
A HAMILTON SERVICE CO,Electrical,WAXAHACHIE,TX,ELLIS,,2148080838,1741 BLACKFOOT PARKWAY,17591,TDLR,1
"WHECO ELECTRIC, INC",Electrical,LAKESIDE,TX,TARRANT,WHECO ELECTRIC LLC DBA WHECO CONTROLS,8172446660,8501 JACKSBORO HIGHWAY,17595,TDLR,2
MAXIMUM SERVICES LLC,Electrical,CYPRESS,TX,HARRIS,,8322370606,11829 DULA LANE,17596,TDLR,1
BARBEE SERVICES INC,Electrical,WHARTON,TX,WHARTON,,9795324570,401 E CANEY ST,17597,TDLR,1
"TAG ELECTRIC COMPANY, LP",Electrical,HOUSTON,TX,HARRIS,,2813785111,16422 HUFSMITH KOHRVILLE RD,17598,TDLR,1
COALWOOD ELECTRIC I LIMITED PARTNERSHIP,Electrical,HOUSTON,TX,HARRIS,,7136839991,5727 HOGUE STREET,17602,TDLR,1
SPEER ELECTRIC,Electrical,UVALDE,TX,UVALDE; DALLAM,,8302787553,5179 FM 140,17605,TDLR,2
BROOKSHIRE GROCERY COMPANY,Electrical,TYLER,TX,SMITH,,9035790500,430 EAST FRONT STREET,17606,TDLR,1
"B C MILLER ELECTRIC CO, INC",Electrical,NEDERLAND,TX,JEFFERSON,,4097229141,1504 NEDERLAND AVE,17607,TDLR,1
"ARI-TEX ELECTRIC, LLC",Electrical,ALLEN,TX,COLLIN,"ARI-TEX COMMERCIAL ELECTRIC, INC",9727279902,1010 S GREENVILLE AVENUE,17608,TDLR,2
HARMONY ELECTRIC CO INC,Electrical,HOUSTON,TX,HARRIS,,7138638428,811 YALE ST,17609,TDLR,1
"GERALD NUNN ELECTRIC, LLC",Electrical,FLORENCE,TX,WILLIAMSON,,2547933539,410 N PATTERSON AVE,17611,TDLR,1
TESLA ELECTRIC INC,Electrical,AUSTIN,TX,TRAVIS,,5125474008,11222 APPLEWOOD DRIVE,17614,TDLR,1
INDUSTRIAL ELECTRIC SERVICE,Electrical,LAKE BRIDGEPORT,TX,WISE,,3254230532,711 CROWS POINT,17616,TDLR,1
ADDITIVE SYSTEMS INC,Electrical,DENTON,TX,DENTON,,2146300358,3745 MINGO ROAD,17619,TDLR,1
"R. M. ELECTRICAL CONTRACTOR, INC",Electrical,SAN ANGELO,TX,TOM GREEN,,3252777012,235 W 3RD STREET,17620,TDLR,1
"MARK HENDERSON ELECTRIC, INC",Electrical,PALESTINE,TX,ANDERSON,,9037295655,4334 HIGHWAY 19 SOUTH,17621,TDLR,1
ITZ ELECTRIC INC,Electrical,FREDERICKSBURG,TX,GILLESPIE,,8309974535,804 EAST MAIN STREET,17626,TDLR,1
MILLER ELECTRIC INC,Electrical,TYLER,TX,SMITH; OUT OF STATE,,9035712788,14907 HWY 155 S,17629,TDLR,2
ARCHIE'S ELECTRIC SERVICE,Electrical,NEW BRAUNFELS,TX,COMAL,,2108893630,10307 KOPPLIN RD,17630,TDLR,1
MILLER ELECTRICAL CONSTRUCTION INC,Electrical,HOUSTON,TX,HARRIS,,7138805533,8901 BAUMAN ROAD,17633,TDLR,1
EASTERN ELECTRICAL ENGINEERING,Electrical,EL PASO,TX,EL PASO,,9157313107,3600 ESPER DRIVE,17634,TDLR,1
NORTH TOWN ELECTRIC,Electrical,DALLAS,TX,DALLAS,,9726201995,2429 FABENS RD STE 100,17635,TDLR,1
"BANKSTON ELECTRIC COMPANY, INC",Electrical,FORT WORTH,TX,TARRANT,,8173661797,2600 W 7TH STREET STE 1825,17639,TDLR,1
MAULDIN ELECTRIC COMPANY INC,Electrical,HEXT,TX,MENARD,,2108878481,1173 FM 1311,17641,TDLR,1
KFH ENTERPRISES INC,Electrical,SAN ANTONIO,TX,BEXAR,,2105907333,946 FROST BANK CENTER DR,17642,TDLR,1
ALVIN HOLDER ELECTRIC,Electrical,LUBBOCK,TX,LUBBOCK,,8062817411,7207 59TH STREET,17644,TDLR,1
H & S ELECTRIC INC,Electrical,UNIVERSAL CITY,TX,BEXAR,,2109459355,234 E AVIATION BLVD,17646,TDLR,1
MOELLER ELECTRIC LLC,Electrical,BRENHAM,TX,WASHINGTON,,9798367218,1105 INDUSTRIAL BLVD,17647,TDLR,1
ABLE ELECTRIC SERVICE INC,Electrical,DALLAS,TX,DALLAS,,2143505721,2626 ELECTRONIC LANE,17649,TDLR,1
BROWN ELECTRIC CO,Electrical,ODESSA,TX,ECTOR; TITUS; MCLENNAN; TARRANT,,4323321558,2525 N JACKSON,17650,TDLR,4
"TECS ELECTRIC, LTD",Electrical,WEATHERFORD,TX,PARKER,,8173368327,1836 BARNETT DRIVE,17651,TDLR,1
DAVIDSON ELECTRIC,Electrical,ALVIN,TX,BRAZORIA,,2819939300,4051 FM 528 RD,17656,TDLR,1
COBB ELECTRIC CO,Electrical,LONGVIEW,TX,GREGG,,9037574953,1002 1/2 W COTTON,17658,TDLR,1
"KELLER ELECTRIC, INC",Electrical,MASON,TX,MASON,,5126263202,920 ISCHAR ST,17662,TDLR,1
MEITEC INC,Electrical,PASADENA,TX,HARRIS,,2814126990,4107 NEW WEST DR,17663,TDLR,1
BUFFALO GAP INSTRUMENTATION & ELECTRICAL,Electrical,ABILENE,TX,TAYLOR,,3255723389,888 BEN RICHEY DRIVE,17665,TDLR,1
"SODD ELECTRIC CO, INC",Electrical,ARLINGTON,TX,TARRANT,,8172745555,137 FAIRVIEW ST,17669,TDLR,1
CARPENTER ELECTRIC,Electrical,DUNCANVILLE,TX,DALLAS,,2145344828,1210 LODEMA LANE,17671,TDLR,1
"KENMOR ELECTRIC COMPANY, L P",Electrical,HOUSTON,TX,HARRIS,,2818082700,8330 HANSEN RD,17672,TDLR,1
NEATHERY ELECTRIC INC,Electrical,DALLAS,TX,DALLAS,,2146918844,6611 SNIDER PLAZA #112,17673,TDLR,1
CLOSE ELECTRIC,Electrical,ALVARADO,TX,JOHNSON,,8177905880,7308 TALL RD,17675,TDLR,1
"TEXAS ELECTRICAL CONTRACTORS USA, INC",Electrical,CYPRESS,TX,HARRIS,,8326404151,14806 S GRAY HERON CT,17677,TDLR,1
"ANZAK, INC",Electrical,TYLER,TX,SMITH,,9035816104,2000 BROUSSARD,17678,TDLR,1
E-MC ELECTRICAL INC,Electrical,FORT WORTH,TX,TARRANT,,8179850500,3436 ALEMEDA ST,17679,TDLR,1
"TRICO ENTERPRISES, INC",Electrical,TYLER,TX,SMITH,,9035971432,821 W FERGUSON ST,17681,TDLR,1
E-MC ELECTRICAL SERVICES,Electrical,ARLINGTON,TX,TARRANT,,8177955900,2004 E RANDOL MILL RD STE 501,17683,TDLR,1
HARGIS ELECTRIC LLC,Electrical,PARIS,TX,LAMAR,,9037858055,5060A SE LOOP 286,17686,TDLR,1
DRJ UNLIMITED INC,Electrical,SEALY,TX,AUSTIN,,2813462255,1619 FM 3013,17688,TDLR,1
"WOOD ELECTRICAL SERVICES, INC",Electrical,HOUSTON,TX,HARRIS,,7136810792,3099 ANTOINE,17689,TDLR,1
"HUMPHREY & ASSOCIATES, INC",Electrical,CARROLLTON,TX,DALLAS,,9726201075,1501 LUNA RD,17692,TDLR,1
WACHTER INC,Electrical,,TX,OUT OF STATE,,9135412500,16001 WEST 99TH STREET,17693,TDLR,1
STAN PARKER ELECTRIC COMPANY,Electrical,PLAINVIEW,TX,HALE,,8062927411,1004 E 5TH STREET,17694,TDLR,1
SC ELECTRICAL SERVICE,Electrical,BAIRD,TX,CALLAHAN,,3254390544,201 RACE ST,17696,TDLR,1
ALL PRO ELECTRICAL CONTRACTORS INC,Electrical,SILSBEE,TX,HARDIN,,4093856492,1911 US HIGHWAY 96 SOUTH,17697,TDLR,1
"BNB ELECTRIC, INC",Electrical,BIG SPRING,TX,HOWARD,,4322630304,1405 E 2ND,17698,TDLR,1
SIMMS ELECTRICAL SERVICES INC,Electrical,LAKEWAY,TX,TRAVIS,,5127665399,404 SAN REMO BLVD,17701,TDLR,1
"KNEBEL ELECTRIC, INC",Electrical,EL CAMPO,TX,WHARTON,,9796370275,207 E WATT ST,17703,TDLR,1
MABANK ELECTRIC,Electrical,MABANK,TX,KAUFMAN,,9038877941,106 S 8TH ST,17707,TDLR,1
X-MAN ELECTRICAL SERVICES LLC,Electrical,SAN ANTONIO,TX,BEXAR,,2105598831,3514 LE BLANC,17710,TDLR,1
"ACDC ELECTRIC, INC",Electrical,HOUSTON,TX,HARRIS; POTTER,,7139566969,7031 HAZEN STREET,17713,TDLR,2
MR ELECTRIC OF MCLENNAN COUNTY,Electrical,HEWITT,TX,MCLENNAN,,2546669100,927 ENTERPRISE BLVD,17715,TDLR,1
K THOMPSON ELECTRIC,Electrical,RICHARDSON,TX,DALLAS,,9727440771,670 INTERNATIONAL PKWY # 140,17716,TDLR,1
AMERICAN EAGLE ELECT,Electrical,HOUSTON,TX,HARRIS,,2813740503,10410 COSSEEY RD,17718,TDLR,1
CROWN ELECTRIC INC,Electrical,BEAUMONT,TX,JEFFERSON; GALVESTON,,4098421306,1209 LINDBERGH,17720,TDLR,2
CENTRAL ELECTRIC ENT & CO,Electrical,SAN ANTONIO,TX,BEXAR,,2104339999,2320 SW 36TH STREET,17721,TDLR,1
MOLITOR ELECTRIC INC,Electrical,AUSTIN,TX,TRAVIS,,5126596410,915 BEAVER TRL UNIT B,17722,TDLR,1
CIRCLE R ELECTRIC COMPANY,Electrical,FORT WORTH,TX,TARRANT,,8172221290,3620 RACE STREET,17723,TDLR,1
MUNDY MAINTENANCE SERVICES LLC,Electrical,SUGAR LAND,TX,FORT BEND,,2815308711,12946 DAIRY ASHFORD RD STE 400,17727,TDLR,1
SPARKS ELECTRIC INC,Electrical,CELINA,TX,OUT OF STATE; COLLIN,,5803386890,107 NE 24TH ST,17728,TDLR,2
HOELSCHER ELECTRIC COMPANY,Electrical,ROBSTOWN,TX,NUECES,,3613872244,3051 HWY 44,17730,TDLR,1
GENE ISENBURG INC,Electrical,ABILENE,TX,TAYLOR,,3256698650,118 SUNBURST RD,17731,TDLR,1
PREMIER ELECTRICAL,Electrical,LEANDER,TX,WILLIAMSON,,5122598000,301 SILVER CREEK DR,17732,TDLR,1
TRIO ELECTRIC LTD,Electrical,HOUSTON,TX,HARRIS,,7134574684,11413 TODD ST,17735,TDLR,1
AMERICAN ELECTRIC CO,Electrical,MARBLE FALLS,TX,BURNET; BELL,,5122631214,202 CR 403A,17737,TDLR,2
MIKE CHANDLER ELECTRIC,Electrical,FLOWER MOUND TX,TX,DENTON,,2149236733,1509 GLEN HOLLOW LANE,17741,TDLR,1
HEATH ELECTRICAL SERVICES,Electrical,HEATH,TX,ROCKWALL,,9728394754,137 LARRY DR,17743,TDLR,1
BLAZER ELECTRIC AND SATELILITE INC,Electrical,HENDERSON,TX,RUSK,,9036573607,1109 N FRISCO ST,17746,TDLR,1
THREE FEATHERS,Electrical,,TX,OUT OF STATE,,9157279728,110 N MOUNTAIN VISTA,17749,TDLR,1
RIEKEN ELECTRIC,Electrical,LUBBOCK,TX,LUBBOCK,,8067819124,15006 N COUNTY RD 2600,17750,TDLR,1
LILLEY ELECTRIC,Electrical,ALVIN,TX,BRAZORIA,,2813340185,503 LILLEY RD,17752,TDLR,1
HAPPY ELECTRIC COMPANY INC,Electrical,ALVARADO,TX,JOHNSON,,6824599099,4515 E RENFRO ST,17755,TDLR,1
KING ELECTRIC,Electrical,HOUSTON,TX,HARRIS,,7134602115,321 BLUE BELL RD,17760,TDLR,1
MIKE TEMPLE ELECTRIC INC,Electrical,LUBBOCK,TX,LUBBOCK,,8067457070,8502 AVE P,17764,TDLR,1
PATRICK ELECTRIC SERVICE,Electrical,BASTROP,TX,BASTROP; POTTER,,5125813200,198 CHAROLAIS DR,17765,TDLR,2
HILL ELECTRIC CO,Electrical,GILMER,TX,UPSHUR,,9038432742,107 S TRINITY,17767,TDLR,1
DENTON ELECTRIC INC,Electrical,DENTON,TX,DENTON,,9403871312,4205 MESA DRIVE,17768,TDLR,1
HAARMEYER ELECTRIC INC,Electrical,CONROE,TX,OUT OF STATE; MONTGOMERY,,5753967593,310 EAST AVE D,17770,TDLR,2
HI-TECH ELECTRIC INC,Electrical,DALLAS,TX,DALLAS,,2149510001,1181 EMPIRE CENTRAL DR,17772,TDLR,1
"BRANDON & CLARK, INC",Electrical,LUBBOCK,TX,LUBBOCK,,8067715609,3623 I 27,17773,TDLR,1
JAY DEE'S ELECTRIC CO,Electrical,FREDERICKSBURG,TX,GILLESPIE,,8308960123,4877 CENTER POINT RD,17774,TDLR,1
JBS ELECTRICAL INC,Electrical,WEATHERFORD,TX,PARKER,,8175960097,207 N RAMBLING FORK ST,17775,TDLR,1
SAULSBURY INDUSTRIES INC.,Electrical,ODESSA,TX,ECTOR,,4323663686,2951 EAST INTERSTATE 20,17778,TDLR,1
ELECTRIC EXPRESS,Electrical,QUINLAN,TX,HUNT,,2146366024,286 OLE WAGON ROAD,17779,TDLR,1
"CIRCLE A ELECTRIC, INC",Electrical,SAGINAW,TX,TARRANT,,8176250880,1051 KENNEDY LANE,17781,TDLR,1
BARBEE ELECTRIC,Electrical,ALVARADO,TX,JOHNSON,,8176142526,7600 WOODWIND DR,17782,TDLR,1
"BILL LEWIS ELECTRIC, INC",Electrical,SPICEWOOD,TX,BURNET,,5122640960,1784 BEE CREEK ROAD,17784,TDLR,1
MICROPLEX ELECTRIC,Electrical,FORT WORTH,TX,TARRANT,,6826265559,2400 GRAVEL DRIVE,17785,TDLR,1
ADVANCED ELECTRIC COMPANY,Electrical,CORINTH,TX,DENTON,,2148695403,4251 FM 2181 STE 230,17789,TDLR,1
IES COMMERCIAL INC,Electrical,SAN ANTONIO,TX,BEXAR,,8647750938,5320 GEORGE COOPER ROAD,17790,TDLR,1
BOSTIC ELECTRIC,Electrical,DE LEON,TX,COMANCHE,,2544851802,220 CR 470,17791,TDLR,1
AUSTIN MAINTENANCE & CONSTRUCTION INC,Electrical,LA PORTE,TX,HARRIS,,7136413400,2801 EAST 13TH STREET,17793,TDLR,1
LEHMANN ELECTRIC,Electrical,GIDDINGS,TX,LEE,,9797167906,1501 SOUTH MAIN,17797,TDLR,1
HUNTER INDUSTRIES LTD,Electrical,SAN MARCOS,TX,HAYS,,5129382897,4501 HUNTER ROAD,17799,TDLR,1
ELECTRICAL AND LIFT SERVICES OF E T,Electrical,BIG SANDY,TX,UPSHUR,,9035200295,214 CALEB LN,17801,TDLR,1
AUSTIN ELECTRIC,Electrical,BUFFALO,TX,LEON,,9033885420,8841 COUNTY ROAD 310,17802,TDLR,1
OLS ELECTRIC INC,Electrical,WACO,TX,MCLENNAN,,2547764050,404 SCHROEDER DR,17805,TDLR,1
"A C S ELECTRIC, INC",Electrical,HUNTSVILLE,TX,WALKER,,9366628125,536 FM 3179,17809,TDLR,1
COMET SIGNS LLC,Electrical,SAN ANTONIO,TX,BEXAR,,2108122239,5003 STOUT DRIVE,17817,TDLR,1
A & A ELECTRIC,Electrical,LINDALE,TX,SMITH; BRAZORIA; HIDALGO; HARRIS; BEXAR; POTTER,,9033608117,700 QUEENS WAY ROAD,17820,TDLR,7
HENSEL ELECTRIC,Electrical,WACO,TX,MCLENNAN,,2547763411,501 TOWNE OAKS DR,17822,TDLR,1
HARBINGER ELECTRIC INC,Electrical,HOUSTON,TX,HARRIS,,7137215490,10703 CHIMNEY ROCK,17823,TDLR,1
SAN ANTONIO ALLIANCE ELECTRIC INC,Electrical,SAN ANTONIO,TX,BEXAR,,2109718339,347 DOOLITTLE ST,17824,TDLR,1
PRIME ELECTRIC,Electrical,COPPELL,TX,DALLAS; TARRANT; GAINES,,2147703345,192 SOUTHWESTERN,17825,TDLR,3
"DAILEY COMPANY, INC",Electrical,COLLEGE STATION,TX,BRAZOS,,9796944044,8330 JONES ROAD,17826,TDLR,1
LAKEY ELECTRIC CO INC,Electrical,HOUSTON,TX,HARRIS,,7134605882,5730 TEAGUE RD,17827,TDLR,1
"STENCE ELECTRIC, INC",Electrical,TAYLOR,TX,WILLIAMSON,,5123657785,1001 W 2ND ST,17831,TDLR,1
"URBAN ELECTRICAL SERVICES, INC",Electrical,CARRIZO SPRINGS,TX,DIMMIT,,8308762685,1697 HWY 83 S,17832,TDLR,1
"GAUNTLETT, INC",Electrical,PLAINVIEW,TX,HALE,,8062939849,2109 S DATE,17833,TDLR,1
HASKETT ELECTRIC,Electrical,QUITMAN,TX,WOOD,,9038782647,2739 FM 2225,17836,TDLR,1
OWENS ELECTRIC,Electrical,JUSTIN,TX,DENTON,,9405369015,8500 HOLDER ROAD,17839,TDLR,1
LV INDUSTRIES INC,Electrical,CONROE,TX,MONTGOMERY,,9362641001,11770 LAKE ROLLINGWOOD LOOP,17840,TDLR,1
"CHRISTOPHER ELECTRIC, INC",Electrical,BEAUMONT,TX,JEFFERSON,,4098425020,1677 LINDBERGH DR,17846,TDLR,1
CIRCLE P ELECTRIC LLC,Electrical,ABILENE,TX,TAYLOR,,3256683100,2525 JEANETTE,17847,TDLR,1
SONCO ELECTRIC CO INC,Electrical,ODESSA,TX,ECTOR,,4323376380,1601 W MURPHY,17850,TDLR,1
DO ALL ELECTRIC INC,Electrical,MCGREGOR,TX,MCLENNAN,,2547091349,1040 E MCGREGOR DR,17851,TDLR,1
BAKER ELECTRIC INC,Electrical,LUBBOCK,TX,LUBBOCK,,8067944683,14110 FRANKFORD AVENUE,17852,TDLR,1
"BOSS ELECTRICAL SYSTEMS, INC",Electrical,DEER PARK,TX,HARRIS,,7135538926,3405 PARK SHADOW LN,17853,TDLR,1
SWAN ELECTRICAL SERVICES CORP,Electrical,TYLER,TX,SMITH,,9035956792,16024 ST HWY 31 WEST,17854,TDLR,1
DEBUSK ELECTRIC INC,Electrical,AUSTIN,TX,TRAVIS,,5124620707,4125 C TODD LANE,17858,TDLR,1
KAC ELECTRICAL SERVICES,Electrical,SPRING,TX,HARRIS,,2816501049,9611 GALSTON LN,17861,TDLR,1
NEW RIVER ELECTRICAL CORPORATION,Electrical,,TX,OUT OF STATE,,5409661650,111 FRANKLIN ROAD SE STE 1,17862,TDLR,1
"ELLSWORTH ELECTRIC, INC",Electrical,,TX,OUT OF STATE,,5802522967,5225 HWY 81,17863,TDLR,1
EMBRY ELECTRIC INC,Electrical,DENISON,TX,GRAYSON,,9034650623,5637 PRESTON RD,17865,TDLR,1
CLIFF'S ELECTRIC INC,Electrical,CORPUS CHRISTI,TX,NUECES,,3619603665,238 LAKESIDE DR,17867,TDLR,1
EUSTACE ELECTRIC INC,Electrical,SAGINAW,TX,TARRANT,,8178470842,136 WEST MCLEROY BLVD,17869,TDLR,1
K-BAR TEXAS ELECTRIC INC,Electrical,LEVELLAND,TX,HOCKLEY,,8068946189,1311 W HWY 114,17870,TDLR,1
TRADEMARK ELECTRIC INC,Electrical,FORT WORTH,TX,TARRANT,,8172473441,3200 JOYCE DRIVE,17872,TDLR,1
"CLARENCE DAILEY ELECTRIC, INC",Electrical,WICHITA FALLS,TX,WICHITA,,9407239521,1206 INDIANA,17874,TDLR,1
AUTOMATED POWER SYSTEMS INC,Electrical,GRAND PRAIRIE,TX,DALLAS,,9729864330,1218 W SHADY GROVE,17879,TDLR,1
"FACILITIES ELECTRIC, INC",Electrical,HOUSTON,TX,HARRIS,,7136476767,12933 BRITTMOORE PARK,17881,TDLR,1
MICA CORPORATION,Electrical,FORT WORTH,TX,TARRANT,,8178476121,5750 N RIVERSIDE DR,17882,TDLR,1
"WCS ELECTRIC, INC",Electrical,BLUE RIDGE,TX,COLLIN,,4695760280,502 BUSINESS HIGHWAY 78 SOUTH,17887,TDLR,1
"TDINDUSTRIES, INC",Electrical,FARMERS BRANCH,TX,DALLAS,,8172010724,13850 DIPLOMAT DRIVE,17889,TDLR,1
"T & E SERVICES, INC",Electrical,GRANBURY,TX,HOOD,,4325531906,1527 COMANCHE COURT,17893,TDLR,1
WAGNER ELECTRICAL SERVICE INC,Electrical,PEARLAND,TX,BRAZORIA,,7138291004,4138 ALLEN,17895,TDLR,1
DRUMMOND ELECTRIC,Electrical,LORAINE,TX,MITCHELL,,3253708820,2877 N FM 644,17896,TDLR,1
